region,method,seed,fixed_reliability,M,out_dir,cmd,algo,time_slots,arrival_rate,mean_service_time,trace_seed,algo_seed,trace_hash,arrivals_per_slot,diversity,p_split,split_reliability_mode,mechanism,fixed_sfc_len,max_backup_level,explicit_split_replicas,split_enforce_distinct,strict_split_resource_ablation,split_replica_resource_scale,cap_base_min,cap_base_max,cap_scale,total_arrivals,total_accepted,total_rejected,acceptance_ratio,avg_cost_per_arrival,total_cost,total_cost_resource,avg_cost_per_accepted,final_utilization,avg_utilization_over_time,avg_leftover_capacity_sum_over_time,final_leftover_capacity_sum,final_leftover_capacity_min,final_leftover_capacity_max,final_leftover_capacity_avg,avg_e2e_delay_accepted,p95_e2e_delay_accepted,avg_access_delay_accepted,avg_processing_delay_accepted,avg_network_delay_accepted,avg_split_proc_overhead_accepted,avg_split_net_overhead_accepted,total_transmitted_bits_accepted,avg_transmitted_bits_per_accepted,total_split_transmitted_bits_accepted,avg_split_transmitted_bits_per_accepted,avg_split_overhead_ratio_accepted,p95_split_overhead_ratio_accepted,rga_accepted_total,rga_rejected_total,rga_rejection_ratio,mdca_rejected_total,mdca_capacity_rejected_total,mdca_reliability_rejected_total,mdca_qos_rejected_total,mdca_rejection_ratio,capacity_rejection_ratio,reliability_rejection_ratio,qos_rejected_total,qos_rejection_ratio,arrivals_per_slot_key
Alabama,DMDCA,3,0.998,2,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M2\DMDCA\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 3 --fixed_reliability 0.998 --max_backup_level 2 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M2\DMDCA\seed3 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,8849697010647911005,15868857010820782473,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1428,1331,97,0.9320728291,55.7730247207,79643.8793011905,58333.8793011904,59.8376253202,0.962822425,0.8383469659,28287.5027777778,6505.6666666667,1.1333333333,908.8,47.4866180049,0.0667353103,0.1283044679,0.008007188,0.0430070716,0.0120118161,5.467441759e-19,0.0,2274399433.9841375,1708789.9579144535,539400416.7748175,405259.5167354001,7.744182721e-18,5.463706845e-17,1399,29,0.0203081232,68,53,0,15,0.0476190476,0.0371148459,0.0,15,0.0105042017,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,DMDCA,4,0.998,2,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M2\DMDCA\seed4,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 4 --fixed_reliability 0.998 --max_backup_level 2 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M2\DMDCA\seed4 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,6687377319977448777,4574233998141395180,2d4f39733084265ba5e8a58aee6f46b3fcd445ca2d668a9ba8c41bbad50cd17c,"[12, 13, 11, 10, 16, 13, 11, 10, 14, 11, 13, 7, 7, 13, 10, 10, 24, 20, 12, 11, 13, 14, 13, 8, 10, 6, 21, 16, 17, 15, 10, 11, 12, 8, 12, 8, 8, 15, 12, 14, 9, 9, 10, 15, 16, 13, 9, 10, 16, 15, 8, 10, 14, 5, 12, 10, 15, 17, 9, 15, 7, 9, 11, 14, 7, 17, 5, 12, 9, 17, 9, 19, 15, 1, 10, 12, 9, 22, 16, 12, 14, 17, 24, 12, 7, 10, 9, 15, 12, 11, 15, 11, 19, 11, 12, 8, 13, 10, 8, 8, 16, 7, 13, 14, 13, 6, 14, 11, 15, 10, 17, 18, 9, 11, 7, 11, 13, 16, 19, 13]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1460,1357,103,0.9294520548,55.1316920224,80492.2703527459,58722.2703527459,59.3163377692,0.9315258247,0.8525016039,25520.025,11847.3333333333,0.0666666667,1573.0,86.4768856448,0.0661745435,0.1266100405,0.0080182029,0.042470945,0.0121686763,5.500108884e-19,0.0,2338406475.2825456,1723217.7415494071,564789597.6274519,416204.5671536123,7.851447072e-18,5.347084867e-17,1438,22,0.0150684932,81,63,0,18,0.0554794521,0.0431506849,0.0,18,0.0123287671,4ab6f029b1698d2e4e8ed2165f577b64343c81c08c7720328bd36944b264ad51
Alabama,DMDCA,5,0.998,2,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M2\DMDCA\seed5,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 5 --fixed_reliability 0.998 --max_backup_level 2 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M2\DMDCA\seed5 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,2639595956450010109,6041356402655296302,f7b8531c5296c4425e1b2df922ec4bd071e2d1077aad600e2fa3efaba8a681ed,"[4, 14, 14, 20, 12, 15, 14, 10, 9, 7, 18, 8, 15, 16, 14, 9, 9, 2, 9, 8, 16, 6, 20, 20, 17, 9, 13, 15, 12, 15, 15, 12, 9, 12, 7, 11, 10, 7, 16, 15, 11, 9, 12, 10, 17, 8, 17, 12, 9, 12, 11, 8, 14, 12, 13, 9, 8, 11, 5, 19, 17, 21, 8, 9, 14, 12, 8, 11, 26, 6, 18, 10, 9, 8, 8, 9, 16, 15, 15, 13, 13, 8, 20, 10, 11, 13, 9, 9, 13, 13, 12, 13, 10, 12, 10, 19, 17, 11, 7, 17, 6, 9, 19, 7, 19, 15, 11, 9, 11, 13, 14, 8, 16, 9, 14, 21, 9, 19, 21, 17]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1478,1356,122,0.9174560217,55.5372660423,82084.0792104929,59951.0792104929,60.5339817187,0.9573806736,0.8546414325,25299.3388888889,7417.8,0.0,1054.0,54.1445255474,0.0664440255,0.1319422916,0.0080642638,0.0428186899,0.0119695719,6.358094156e-19,0.0,2389371063.602398,1762073.0557539808,580297613.424183,427948.0924957102,8.275803778e-18,5.249640387e-17,1453,25,0.0169147497,97,69,0,28,0.0656292287,0.0466847091,0.0,28,0.0189445196,fdc88aaf812b0d7ecd37f42675c42e14464c34cec96f67dc21829e43b6e73bd3
Alabama,MDCA,1,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 1 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed1,mdca,120,12.0,9.0,10394030818635337927,10094360132914191487,fc9965c07e365791a2078e972ca9d51d2397b2d4003d615815392b9ad724a918,"[17, 14, 14, 14, 14, 16, 9, 16, 9, 6, 20, 8, 9, 10, 20, 7, 7, 15, 10, 15, 12, 8, 15, 7, 9, 12, 10, 7, 11, 12, 9, 5, 19, 12, 19, 7, 18, 16, 13, 11, 16, 11, 8, 15, 15, 8, 12, 15, 5, 12, 11, 16, 14, 8, 16, 16, 13, 15, 10, 10, 6, 19, 18, 15, 12, 15, 13, 12, 13, 12, 11, 8, 8, 19, 11, 11, 9, 14, 12, 14, 14, 14, 18, 11, 9, 13, 8, 14, 13, 8, 7, 14, 6, 18, 17, 16, 14, 10, 21, 9, 8, 14, 15, 13, 7, 16, 9, 5, 13, 13, 13, 11, 7, 5, 11, 10, 6, 11, 10, 11]",False,,,,,3,False,False,False,1.0,500,700,0.2,1442,1316,126,0.9126213592,57.5963831319,83053.9844761288,62267.9844761289,63.110930453,0.9494991414,0.8932129527,18681.2833333333,8834.6,0.0,1458.6,64.4861313869,0.063208854,0.1297632829,0.0080246539,0.0480626176,0.0071215825,0.0,0.0,1636713931.9654613,1243703.5957184357,0.0,0.0,0.0,0.0,1442,0,0.0,126,114,0,12,0.0873786408,0.0790568655,0.0,12,0.0083217753,4fd22837cb36ac6248863c20ebe04e2bb06930ac12c595c3ffd532d78d36cf0f
Alabama,MDCA,2,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 2 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed2,mdca,120,12.0,9.0,16757585547385223833,16647541649769679800,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",False,,,,,3,False,False,False,1.0,500,700,0.2,1437,1306,131,0.9088378566,57.8364080078,83110.91830726,62328.91830726,63.6377628693,0.8464954714,0.8610571188,23839.5416666667,26338.0,0.2,1123.8,192.2481751825,0.0610192713,0.1229287349,0.0080173179,0.0457575998,0.0072443537,0.0,0.0,1630234634.4590745,1248265.4168905625,0.0,0.0,0.0,0.0,1437,0,0.0,131,114,0,17,0.0911621434,0.0793319415,0.0,17,0.0118302018,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,MDCA,3,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 3 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed3,mdca,120,12.0,9.0,8849697010647911005,18399602728302702594,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",False,,,,,3,False,False,False,1.0,500,700,0.2,1428,1304,124,0.9131652661,57.2020824435,81684.5737292687,60899.5737292687,62.6415442709,0.9630376767,0.870379662,22682.1333333333,6468.0,0.0,245.6,47.2116788321,0.0628004577,0.1213800267,0.008005964,0.0471817865,0.0076127072,0.0,0.0,1635200116.3259213,1253987.8192683447,0.0,0.0,0.0,0.0,1428,0,0.0,124,113,0,11,0.0868347339,0.0791316527,0.0,11,0.0077030812,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,MDCA,4,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed4,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 4 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed4,mdca,120,12.0,9.0,6687377319977448777,3306167211767068756,2d4f39733084265ba5e8a58aee6f46b3fcd445ca2d668a9ba8c41bbad50cd17c,"[12, 13, 11, 10, 16, 13, 11, 10, 14, 11, 13, 7, 7, 13, 10, 10, 24, 20, 12, 11, 13, 14, 13, 8, 10, 6, 21, 16, 17, 15, 10, 11, 12, 8, 12, 8, 8, 15, 12, 14, 9, 9, 10, 15, 16, 13, 9, 10, 16, 15, 8, 10, 14, 5, 12, 10, 15, 17, 9, 15, 7, 9, 11, 14, 7, 17, 5, 12, 9, 17, 9, 19, 15, 1, 10, 12, 9, 22, 16, 12, 14, 17, 24, 12, 7, 10, 9, 15, 12, 11, 15, 11, 19, 11, 12, 8, 13, 10, 8, 8, 16, 7, 13, 14, 13, 6, 14, 11, 15, 10, 17, 18, 9, 11, 7, 11, 13, 16, 19, 13]",False,,,,,3,False,False,False,1.0,500,700,0.2,1460,1322,138,0.9054794521,56.1457817387,81972.8413384945,60888.8413384945,62.0066878506,0.938498084,0.8771115696,21262.0333333333,10641.0,0.0,1392.4,77.6715328467,0.0614373957,0.119362585,0.0080000085,0.0461193064,0.0073180807,0.0,0.0,1629933288.0987992,1232929.8699688346,0.0,0.0,0.0,0.0,1460,0,0.0,138,123,0,15,0.0945205479,0.0842465753,0.0,15,0.0102739726,4ab6f029b1698d2e4e8ed2165f577b64343c81c08c7720328bd36944b264ad51
Alabama,MDCA,5,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed5,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 5 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\MDCA\seed5,mdca,120,12.0,9.0,2639595956450010109,11596987683217339136,f7b8531c5296c4425e1b2df922ec4bd071e2d1077aad600e2fa3efaba8a681ed,"[4, 14, 14, 20, 12, 15, 14, 10, 9, 7, 18, 8, 15, 16, 14, 9, 9, 2, 9, 8, 16, 6, 20, 20, 17, 9, 13, 15, 12, 15, 15, 12, 9, 12, 7, 11, 10, 7, 16, 15, 11, 9, 12, 10, 17, 8, 17, 12, 9, 12, 11, 8, 14, 12, 13, 9, 8, 11, 5, 19, 17, 21, 8, 9, 14, 12, 8, 11, 26, 6, 18, 10, 9, 8, 8, 9, 16, 15, 15, 13, 13, 8, 20, 10, 11, 13, 9, 9, 13, 13, 12, 13, 10, 12, 10, 19, 17, 11, 7, 17, 6, 9, 19, 7, 19, 15, 11, 9, 11, 13, 14, 8, 16, 9, 14, 21, 9, 19, 21, 17]",False,,,,,3,False,False,False,1.0,500,700,0.2,1478,1335,143,0.9032476319,57.9309141251,85621.8910768307,63811.8910768307,64.1362479976,0.9570991417,0.8790410355,21052.6416666667,7466.8,0.0,724.0,54.502189781,0.0620829924,0.1275207192,0.008074804,0.0467735202,0.0072346682,0.0,0.0,1694247914.121316,1269099.5611395624,0.0,0.0,0.0,0.0,1478,0,0.0,143,120,0,23,0.0967523681,0.0811907984,0.0,23,0.0155615697,fdc88aaf812b0d7ecd37f42675c42e14464c34cec96f67dc21829e43b6e73bd3
Alabama,DMDCA,1,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 1 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,10394030818635337927,16743226625772817536,fc9965c07e365791a2078e972ca9d51d2397b2d4003d615815392b9ad724a918,"[17, 14, 14, 14, 14, 16, 9, 16, 9, 6, 20, 8, 9, 10, 20, 7, 7, 15, 10, 15, 12, 8, 15, 7, 9, 12, 10, 7, 11, 12, 9, 5, 19, 12, 19, 7, 18, 16, 13, 11, 16, 11, 8, 15, 15, 8, 12, 15, 5, 12, 11, 16, 14, 8, 16, 16, 13, 15, 10, 10, 6, 19, 18, 15, 12, 15, 13, 12, 13, 12, 11, 8, 8, 19, 11, 11, 9, 14, 12, 14, 14, 14, 18, 11, 9, 13, 8, 14, 13, 8, 7, 14, 6, 18, 17, 16, 14, 10, 21, 9, 8, 14, 15, 13, 7, 16, 9, 5, 13, 13, 13, 11, 7, 5, 11, 10, 6, 11, 10, 11]",True,0.3,identical_active_pool,,,3,True,False,False,1.0,500,700,0.2,1442,1359,83,0.9424410541,57.0021075004,82197.0390155816,60432.0390155816,60.4834724176,0.9447317817,0.8735156305,22127.125,9668.6,0.0,1573.6,70.5737226277,0.0677534093,0.1348007124,0.0080282068,0.0441436837,0.0119036187,5.89410276e-19,0.0,2325440049.2827487,1711140.580782008,552859600.1653438,406813.5394888475,7.450416042e-18,5.015259624e-17,1442,0,0.0,83,66,1,16,0.0575589459,0.0457697642,0.0006934813,16,0.0110957004,4fd22837cb36ac6248863c20ebe04e2bb06930ac12c595c3ffd532d78d36cf0f
Alabama,DMDCA,2,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 2 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,16757585547385223833,12017421448880258958,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",True,0.3,identical_active_pool,,,3,True,False,False,1.0,500,700,0.2,1437,1339,98,0.931802366,56.1303717115,80659.3441493546,59125.3441493547,60.2384945103,0.8517467274,0.8415095305,27193.4777777778,25437.0,0.0,1758.0,185.6715328467,0.0659468091,0.129006386,0.0080220481,0.0420945188,0.0122085757,6.030722764e-19,0.0,2318343417.786287,1731399.117092074,566201607.182519,422854.0755657348,7.879138041e-18,5.02423922e-17,1437,0,0.0,98,78,0,20,0.068197634,0.0542797495,0.0,20,0.0139178845,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,DMDCA,3,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 3 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed3 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,8849697010647911005,15978026697167716427,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",True,0.3,identical_active_pool,,,3,True,False,False,1.0,500,700,0.2,1428,1335,93,0.9348739496,56.1596618334,80195.9970980752,58648.9970980751,60.0719079386,0.9611061267,0.8524617897,25817.5638888889,6806.0,0.3333333333,941.8,49.6788321168,0.0670293578,0.1278958758,0.0080105028,0.0434606067,0.0121224232,5.187927699e-19,0.0,2307801617.723154,1728690.3503544226,530005958.5012864,397008.2086151958,6.905627337e-18,4.540976054e-17,1428,0,0.0,93,70,1,22,0.0651260504,0.0490196078,0.0007002801,22,0.0154061625,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,DMDCA,4,0.998,3,D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed4,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --region Alabama --seed 4 --fixed_reliability 0.998 --max_backup_level 3 --out_dir D:\Study\Code_1\paper_data\m_sensitivity\Alabama\R0p998\M3\DMDCA\seed4 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,6687377319977448777,9501882209847125804,2d4f39733084265ba5e8a58aee6f46b3fcd445ca2d668a9ba8c41bbad50cd17c,"[12, 13, 11, 10, 16, 13, 11, 10, 14, 11, 13, 7, 7, 13, 10, 10, 24, 20, 12, 11, 13, 14, 13, 8, 10, 6, 21, 16, 17, 15, 10, 11, 12, 8, 12, 8, 8, 15, 12, 14, 9, 9, 10, 15, 16, 13, 9, 10, 16, 15, 8, 10, 14, 5, 12, 10, 15, 17, 9, 15, 7, 9, 11, 14, 7, 17, 5, 12, 9, 17, 9, 19, 15, 1, 10, 12, 9, 22, 16, 12, 14, 17, 24, 12, 7, 10, 9, 15, 12, 11, 15, 11, 19, 11, 12, 8, 13, 10, 8, 8, 16, 7, 13, 14, 13, 6, 14, 11, 15, 10, 17, 18, 9, 11, 7, 11, 13, 16, 19, 13]",True,0.3,identical_active_pool,,,3,True,False,False,1.0,500,700,0.2,1460,1366,94,0.9356164384,55.7287154812,81363.9246025963,59185.9246025963,59.5636344089,0.9587347825,0.8559735411,24919.3138888889,7139.6666666667,0.0,537.0,52.1143552311,0.0666837245,0.127137147,0.0080037933,0.042640861,0.0125134513,5.432122744e-19,0.0,2382256590.162843,1743965.2929449803,588532103.9929639,430843.4143433118,7.96002303e-18,5.364873899e-17,1460,0,0.0,94,74,1,19,0.0643835616,0.0506849315,0.0006849315,19,0.0130136986,4ab6f029b1698d2e4e8ed2165f577b64343c81c08c7720328bd36944b264ad51
