region,method,base_method,seed,fixed_reliability,split_replica_count,out_dir,cmd,algo,time_slots,arrival_rate,mean_service_time,trace_seed,algo_seed,trace_hash,arrivals_per_slot,diversity,p_split,split_reliability_mode,mechanism,fixed_sfc_len,max_backup_level,explicit_split_replicas,split_enforce_distinct,strict_split_resource_ablation,split_replica_resource_scale,cap_base_min,cap_base_max,cap_scale,total_arrivals,total_accepted,total_rejected,acceptance_ratio,avg_cost_per_arrival,total_cost,total_cost_resource,avg_cost_per_accepted,final_utilization,avg_utilization_over_time,avg_leftover_capacity_sum_over_time,final_leftover_capacity_sum,final_leftover_capacity_min,final_leftover_capacity_max,final_leftover_capacity_avg,avg_e2e_delay_accepted,p95_e2e_delay_accepted,avg_access_delay_accepted,avg_processing_delay_accepted,avg_network_delay_accepted,avg_split_proc_overhead_accepted,avg_split_net_overhead_accepted,total_transmitted_bits_accepted,avg_transmitted_bits_per_accepted,total_split_transmitted_bits_accepted,avg_split_transmitted_bits_per_accepted,avg_split_overhead_ratio_accepted,p95_split_overhead_ratio_accepted,rga_accepted_total,rga_rejected_total,rga_rejection_ratio,mdca_rejected_total,mdca_capacity_rejected_total,mdca_reliability_rejected_total,mdca_qos_rejected_total,mdca_rejection_ratio,capacity_rejection_ratio,reliability_rejection_ratio,qos_rejected_total,qos_rejection_ratio,arrivals_per_slot_key
Alabama,DMDCA_V4,DMDCA,1,0.998,4,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V4\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 1 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V4\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 4 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,10394030818635337927,8295117724144168462,fc9965c07e365791a2078e972ca9d51d2397b2d4003d615815392b9ad724a918,"[17, 14, 14, 14, 14, 16, 9, 16, 9, 6, 20, 8, 9, 10, 20, 7, 7, 15, 10, 15, 12, 8, 15, 7, 9, 12, 10, 7, 11, 12, 9, 5, 19, 12, 19, 7, 18, 16, 13, 11, 16, 11, 8, 15, 15, 8, 12, 15, 5, 12, 11, 16, 14, 8, 16, 16, 13, 15, 10, 10, 6, 19, 18, 15, 12, 15, 13, 12, 13, 12, 11, 8, 8, 19, 11, 11, 9, 14, 12, 14, 14, 14, 18, 11, 9, 13, 8, 14, 13, 8, 7, 14, 6, 18, 17, 16, 14, 10, 21, 9, 8, 14, 15, 13, 7, 16, 9, 5, 13, 13, 13, 11, 7, 5, 11, 10, 6, 11, 10, 11]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1442,1373,69,0.952149792,56.4594070862,81414.4650183404,56540.4650183404,59.2967698604,0.8251762323,0.8340838019,29025.3133333333,30583.6,0.4,1809.6,223.2379562044,0.0700315268,0.1363778279,0.0080333673,0.0420635394,0.0143119022,3.509245779e-19,0.0,2713377917.7109475,1976240.2896656573,877904648.700408,639406.1534598747,4.077703929e-18,3.078869972e-17,1421,21,0.0145631068,48,34,0,14,0.0332871012,0.0235783634,0.0,14,0.0097087379,4fd22837cb36ac6248863c20ebe04e2bb06930ac12c595c3ffd532d78d36cf0f
Alabama,DMDCA_V5,DMDCA,1,0.998,5,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V5\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 1 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V5\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 5 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,10394030818635337927,11122682627349638330,fc9965c07e365791a2078e972ca9d51d2397b2d4003d615815392b9ad724a918,"[17, 14, 14, 14, 14, 16, 9, 16, 9, 6, 20, 8, 9, 10, 20, 7, 7, 15, 10, 15, 12, 8, 15, 7, 9, 12, 10, 7, 11, 12, 9, 5, 19, 12, 19, 7, 18, 16, 13, 11, 16, 11, 8, 15, 15, 8, 12, 15, 5, 12, 11, 16, 14, 8, 16, 16, 13, 15, 10, 10, 6, 19, 18, 15, 12, 15, 13, 12, 13, 12, 11, 8, 8, 19, 11, 11, 9, 14, 12, 14, 14, 14, 18, 11, 9, 13, 8, 14, 13, 8, 7, 14, 6, 18, 17, 16, 14, 10, 21, 9, 8, 14, 15, 13, 7, 16, 9, 5, 13, 13, 13, 11, 7, 5, 11, 10, 6, 11, 10, 11]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1442,1366,76,0.947295423,58.1069981675,83790.2913574691,56623.2913574691,61.3398911841,0.8134883888,0.8335523613,29118.2833333333,32628.2666666667,0.0666666667,1809.6,238.1625304136,0.0705055166,0.136802345,0.008028226,0.0420946952,0.0146959903,7.006835124e-19,0.0,2748226845.1836243,2011879.096034864,930622043.2088902,681275.2878542388,8.54452381e-18,5.15198435e-17,1420,22,0.0152565881,54,30,6,18,0.0374479889,0.0208044383,0.0041608877,18,0.012482663,4fd22837cb36ac6248863c20ebe04e2bb06930ac12c595c3ffd532d78d36cf0f
Alabama,MDCA,MDCA,2,0.998,0,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\MDCA\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 2 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\MDCA\seed2,mdca,120,12.0,9.0,16757585547385223833,16121394405342853155,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",False,,,,,2,False,False,False,1.0,500,700,0.2,1437,1293,144,0.8997912317,56.5941128343,81325.7401429346,61109.7401429346,62.8969374655,0.8707293476,0.8523898752,25326.65,22180.0,0.0,1352.0,161.897810219,0.0603971552,0.1217268583,0.0080112569,0.0452148129,0.0071710854,0.0,0.0,1595267819.661607,1233772.4823368965,0.0,0.0,0.0,0.0,1388,49,0.034098817,95,85,0,10,0.0661099513,0.059151009,0.0,10,0.0069589422,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,DMDCA_V2,DMDCA,2,0.998,2,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V2\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 2 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V2\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,16757585547385223833,1988428424119012433,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1437,1326,111,0.9227557411,55.3077347517,79477.2148382643,58332.2148382643,59.9375677513,0.8267532357,0.8375286556,27876.5083333333,29725.3333333333,0.2666666667,1514.0,216.9732360097,0.0660244703,0.1296571189,0.0080280994,0.0421009063,0.0122897944,6.089847497e-19,0.0,2279253478.6572323,1718894.0261366758,545659996.4835001,411508.292973982,7.854320125e-18,4.993516554e-17,1422,15,0.0104384134,96,77,0,19,0.0668058455,0.0535838553,0.0,19,0.0132219903,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,DMDCA_V3,DMDCA,2,0.998,3,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V3\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 2 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V3\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 3 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,16757585547385223833,17192373401130589057,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1437,1371,66,0.9540709812,55.3451192424,79530.9363512682,56847.9363512682,58.0094357048,0.8361503223,0.8181739986,31197.3416666667,28113.0,0.0,1658.8,205.204379562,0.0672672295,0.1306323836,0.0080212142,0.0410057433,0.0136420201,1.252644961e-19,0.0,2606689686.255536,1901305.3874949205,785000414.0518658,572575.0649539502,1.7238078e-18,9.109298351e-18,1426,11,0.0076548365,55,34,0,21,0.0382741823,0.0236604036,0.0,21,0.0146137787,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,DMDCA_V4,DMDCA,2,0.998,4,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V4\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 2 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V4\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 4 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,16757585547385223833,11669654172036368971,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1437,1366,71,0.9505915101,56.6014374916,81336.2656754846,56533.2656754846,59.5433862924,0.8069391181,0.819952966,30892.11,33125.0,0.0,1726.0,241.7883211679,0.068329742,0.1307072375,0.0080242197,0.0407266307,0.0144234258,3.48278121e-19,0.0,2707856822.9388695,1982325.6390474886,875471935.1600795,640901.8559004974,4.621940956e-18,3.479833437e-17,1421,16,0.0111343076,55,38,0,17,0.0382741823,0.0264439805,0.0,17,0.0118302018,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,DMDCA_V5,DMDCA,2,0.998,5,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V5\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 2 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V5\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 5 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,16757585547385223833,9454931305527635803,e9b970547369bfe3c6268c5de4c9eb2d59b601ca027c81068239a49ab5109db1,"[9, 10, 9, 11, 11, 16, 11, 4, 6, 15, 14, 11, 12, 14, 11, 10, 11, 12, 12, 17, 12, 14, 8, 9, 13, 12, 10, 10, 10, 15, 14, 11, 14, 14, 13, 12, 10, 16, 10, 12, 11, 17, 11, 15, 15, 14, 10, 7, 14, 12, 9, 14, 13, 13, 17, 8, 12, 12, 7, 13, 15, 7, 12, 12, 9, 7, 6, 8, 13, 13, 13, 13, 17, 14, 11, 9, 9, 12, 14, 13, 10, 17, 12, 16, 11, 17, 16, 6, 9, 8, 11, 12, 13, 11, 11, 14, 12, 20, 9, 11, 11, 15, 10, 9, 19, 13, 12, 9, 9, 12, 21, 14, 18, 10, 17, 12, 12, 9, 11, 12]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1437,1361,76,0.947112039,58.2605085005,83720.3507151605,56788.3507151605,61.5138506357,0.8412850132,0.8218473037,30567.0833333333,27232.0,0.0666666667,1360.6666666667,198.7737226277,0.0682436498,0.1316895909,0.0080033079,0.0397226302,0.0147803121,7.137730687e-19,0.0,2725873274.1385746,2002845.903114309,928001366.728684,681852.5839299662,9.093637871e-18,5.557533953e-17,1418,19,0.0132219903,57,33,0,24,0.0396659708,0.0229645094,0.0,24,0.0167014614,254d1ec19cc72ee455c57f3a92ee8e94faf7bac2a9b3307aace563bf33311f0f
Alabama,MDCA,MDCA,3,0.998,0,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\MDCA\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 3 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\MDCA\seed3,mdca,120,12.0,9.0,8849697010647911005,8021305762253439011,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",False,,,,,2,False,False,False,1.0,500,700,0.2,1428,1281,147,0.8970588235,55.4265335062,79149.0898469005,59126.0898469004,61.786955384,0.9606946722,0.8454908594,27037.4,6878.0,0.0,454.8,50.204379562,0.0616558624,0.120696277,0.0080003355,0.0461753629,0.007480164,0.0,0.0,1564757887.5019841,1221512.7927415958,0.0,0.0,0.0,0.0,1348,80,0.056022409,67,59,0,8,0.0469187675,0.0413165266,0.0,8,0.0056022409,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,DMDCA_V2,DMDCA,3,0.998,2,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V2\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 3 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V2\seed3 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,8849697010647911005,15868857010820782473,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1428,1331,97,0.9320728291,55.7730247207,79643.8793011905,58333.8793011904,59.8376253202,0.962822425,0.8383469659,28287.5027777778,6505.6666666667,1.1333333333,908.8,47.4866180049,0.0667353103,0.1283044679,0.008007188,0.0430070716,0.0120118161,5.467441759e-19,0.0,2274399433.9841375,1708789.9579144535,539400416.7748175,405259.5167354001,7.744182721e-18,5.463706845e-17,1399,29,0.0203081232,68,53,0,15,0.0476190476,0.0371148459,0.0,15,0.0105042017,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,DMDCA_V3,DMDCA,3,0.998,3,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V3\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 3 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V3\seed3 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 3 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,8849697010647911005,8697476456625756811,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1428,1341,87,0.9390756303,53.0336610747,75732.0680147131,53507.0680147131,56.47432365,0.9425649612,0.8019607661,34654.6875,10050.5,0.0,1046.8,73.3613138686,0.0682070503,0.1291408882,0.0079961382,0.0420445267,0.0134966485,1.096329714e-19,0.0,2514832785.695823,1875341.3763578099,746042492.2214713,556332.9546767124,1.537609605e-18,7.145687183e-18,1394,34,0.0238095238,53,34,0,19,0.0371148459,0.0238095238,0.0,19,0.0133053221,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,DMDCA_V4,DMDCA,3,0.998,4,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V4\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 3 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V4\seed3 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 4 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,8849697010647911005,3667446722163802559,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1428,1353,75,0.9474789916,55.8030149793,79686.7053904343,55194.7053904343,58.8963084926,0.8867323089,0.8032047157,34437.01,19820.6,0.0,1723.8,144.6759124088,0.0688343236,0.1311118294,0.0080129778,0.0415491112,0.0140288747,3.375210311e-19,0.0,2635584470.8921733,1947956.0021376004,838452264.5530355,619698.6434242687,4.067154804e-18,2.841705458e-17,1402,26,0.0182072829,49,28,1,20,0.0343137255,0.0196078431,0.0007002801,20,0.0140056022,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
Alabama,DMDCA_V5,DMDCA,3,0.998,5,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V5\seed3,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 3 --fixed_reliability 0.998 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p998\DMDCA_V5\seed3 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 5 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,8849697010647911005,3494852404680207668,f525e59b369e59b8a55fd65b95aac42a13d420159403165468d17b103fa88798,"[10, 10, 19, 9, 10, 8, 12, 13, 16, 9, 12, 6, 7, 14, 9, 13, 8, 18, 20, 13, 8, 9, 10, 12, 12, 11, 9, 11, 6, 11, 11, 9, 12, 16, 10, 10, 9, 6, 16, 11, 14, 12, 14, 10, 14, 7, 11, 6, 13, 14, 17, 12, 10, 7, 13, 13, 18, 11, 9, 21, 8, 7, 17, 10, 6, 15, 6, 9, 16, 7, 16, 12, 9, 19, 14, 13, 6, 12, 18, 11, 16, 10, 12, 15, 6, 8, 11, 10, 11, 19, 8, 10, 4, 17, 7, 9, 15, 8, 12, 16, 18, 16, 10, 11, 21, 14, 13, 7, 17, 13, 14, 13, 16, 16, 13, 12, 15, 10, 16, 17]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1428,1341,87,0.9390756303,56.5260696442,80719.2274518486,53871.2274518486,60.1933090618,0.9146270147,0.8064893127,33862.2416666667,14939.3333333333,0.0,1366.8,109.0462287105,0.0693596402,0.1296509922,0.0080019825,0.040959412,0.0146182938,6.823763114e-19,0.0,2721064152.9488974,2029130.6136829958,938686502.4117545,699989.9346843807,9.044168582e-18,5.204829303e-17,1391,37,0.0259103641,50,33,0,17,0.0350140056,0.0231092437,0.0,17,0.0119047619,5935eefc2df6be40110f5c4b34d69c54aa08b11bf76c4dfb881eda507563b182
