region,fixed_reliability,method,share,share_tag,domain_count,domain_failure_prob,total_accepted_mean,total_accepted_std,total_accepted_count,expected_target_satisfaction_ratio_mean,expected_target_satisfaction_ratio_std,expected_target_satisfaction_ratio_count,expected_reliability_mean,expected_reliability_std,expected_reliability_count,expected_reliability_loss_mean,expected_reliability_loss_std,expected_reliability_loss_count,total_accepted_ci95,expected_target_satisfaction_ratio_ci95,expected_reliability_ci95,expected_reliability_loss_ci95
Arizona,0.998,DMDCA,"0.5,0.5",0p5_0p5,6,0.0,1379.6,41.84853641407309,5,1.0,0.0,5,0.9988283778511186,1.3797047021791156e-05,5,-1.7763568394002506e-16,4.684036072284178e-16,5,36.68185949485112,0.0,1.2093644931563931e-05,4.1057386421419073e-16
Arizona,0.998,DMDCA,"0.5,0.5",0p5_0p5,6,0.01,1379.6,41.84853641407309,5,0.9643948247659058,0.00033218952825340856,5,0.9923756092005611,0.00016318781870077056,5,0.006452768650557173,0.00015541623879289243,5,36.68185949485112,0.00029117695970256474,0.0001430404298402269,0.0001362283397013129
Arizona,0.998,DMDCA,"0.5,0.5",0p5_0p5,6,0.03,1379.6,41.84853641407309,5,0.8963991959382328,0.0009400558568889857,5,0.9788754916487283,0.00046035927583946626,5,0.019952886202390063,0.0004529771689215855,5,36.68185949485112,0.0008239952890710261,0.0004035226968610349,0.0003970519948499156
Arizona,0.998,DMDCA,"0.5,0.5",0p5_0p5,6,0.05,1379.6,41.84853641407309,5,0.8325116902572625,0.0014775802913251405,5,0.9646003496958322,0.000740394070835164,5,0.03422802815528625,0.0007331969732663319,5,36.68185949485112,0.0012951562296578507,0.0006489840172298819,0.0006426754830632805
Arizona,0.998,DMDCA,"0.6,0.4",0p6_0p4,6,0.0,1381.0,39.730341050637854,5,1.0,0.0,5,0.9988279041968458,1.367680501663023e-05,5,-1.9984014443252818e-16,4.800992561380036e-16,5,34.825179396522856,0.0,1.1988248167009328e-05,4.208255524872904e-16
Arizona,0.998,DMDCA,"0.6,0.4",0p6_0p4,6,0.01,1381.0,39.730341050637854,5,0.9643013063361832,0.00045766477687349125,5,0.9923410220087983,0.00028421484111296663,5,0.006486882188047249,0.00027284637707086524,5,34.825179396522856,0.00040116086438257286,0.00024912529233761386,0.00023916039424563793
Arizona,0.998,DMDCA,"0.6,0.4",0p6_0p4,6,0.03,1381.0,39.730341050637854,5,0.8961353823486414,0.0012863256635338048,5,0.9787769419148173,0.0008059688936661308,5,0.020050962282028073,0.0007946678966783512,5,34.825179396522856,0.0011275141569467306,0.0007064628837231985,0.0006965571231117524
Arizona,0.998,DMDCA,"0.6,0.4",0p6_0p4,6,0.05,1381.0,39.730341050637854,5,0.8320986328520015,0.00200874407741762,5,0.964443332107139,0.0012962937921933374,5,0.03438457208970647,0.0012850074023353824,5,34.825179396522856,0.0017607418161503107,0.0011362516069568656,0.0011263586500592359
Arizona,0.998,DMDCA,"0.7,0.3",0p7_0p3,6,0.0,1381.2,40.03373577371963,5,1.0,0.0,5,0.9988276982478107,1.3688543528638621e-05,5,-2.4424906541753446e-16,5.347542221830668e-16,5,35.09111659665449,0.0,1.1998537426461255e-05,4.687327424860945e-16
Arizona,0.998,DMDCA,"0.7,0.3",0p7_0p3,6,0.01,1381.2,40.03373577371963,5,0.9642174991334039,0.00019125882512525236,5,0.9924411660361058,0.00011113155637449531,5,0.006386532211704665,0.00011576659903290691,5,35.09111659665449,0.00016764575183650726,9.741110408352085e-05,0.00010147389810492415
Arizona,0.998,DMDCA,"0.7,0.3",0p7_0p3,6,0.03,1381.2,40.03373577371963,5,0.8958888955262182,0.0005360671794498509,5,0.979062194956199,0.0003433016968130459,5,0.01976550329161144,0.00034842192982117174,5,35.09111659665449,0.00046988360027248985,0.0003009172048990818,0.0003054052870132663
Arizona,0.998,DMDCA,"0.7,0.3",0p7_0p3,6,0.05,1381.2,40.03373577371963,5,0.8316961688460459,0.0008357654168362053,5,0.9648939968829243,0.0005764139170380128,5,0.03393370136488614,0.0005816297695650298,5,35.09111659665449,0.0007325806878333827,0.0005052490750561792,0.0005098209713740984
